episode,score,smoothed_score,completion,smoothed_completion,travel_time,average_travel_time,normalized_deadlocks,eps_start,"action_probs-[B, L, F, R, S]",n_eval_episodes,eval_score,eval_completion,eval_travel_time,eval_deadlocks,experiment_name
2300,-0.1290076335877862,-0.2742878083100502,0.6,0.4283341131875024,130,116.19304347826088,0.0,0.01,[0.14613181 0.51002865 0.01002865 0.32091691 0.01289398],25,-0.3299020928520038,0.264,118.12,0.0,experiment_7
2400,-0.3822916666666666,-0.3014676132100877,0.3,0.387360521131606,95,116.16125,0.0,0.01,[0.5077574  0.0493653  0.00423131 0.29337094 0.14527504],25,-0.4338822212481605,0.124,117.64,0.0,experiment_7
2500,-0.3403361344537815,-0.2894866013763833,0.2,0.4032326440858064,118,116.1212,0.0,0.01,[0.3358209  0.23347548 0.02132196 0.35501066 0.054371  ],25,-0.2473326941885639,0.44,120.0,0.0,experiment_7
2600,-0.4341085271317829,-0.2627210942102531,0.1,0.4443156396421415,128,116.15692307692308,0.0,0.01,[0.07559809 0.03923445 0.06794258 0.81148325 0.00574163],25,-0.2815113847108847,0.412,110.08,0.0,experiment_7
2700,-0.1429752066115702,-0.2696771399193137,0.8,0.4348238996756456,120,116.08,0.0,0.01,[0.31630972 0.05436573 0.01317957 0.6062603  0.00988468],25,-0.2803381086617645,0.3959999999999999,109.84,0.0001923076923076,experiment_7
2800,-0.2414814814814815,-0.268464451032392,0.4,0.4381721092284973,134,116.08178571428572,0.0,0.01,[0.25       0.11910377 0.04716981 0.52358491 0.06014151],25,-0.3058122992193829,0.324,124.48,0.0,experiment_7
2900,-0.4694214876033057,-0.279483447992301,0.4,0.4195020693596066,120,116.16586206896552,0.0,0.01,[0.37076023 0.20467836 0.01403509 0.37309942 0.0374269 ],25,-0.2406834684524274,0.512,106.84,0.0,experiment_7
3000,-0.5235294117647059,-0.2763895364578205,0.1,0.4248452680852158,84,116.104,0.0,0.01,[0.81639929 0.03921569 0.00891266 0.13012478 0.00534759],25,-0.2882962312774523,0.3279999999999999,122.24,0.0,experiment_7
3100,-0.0689655172413793,-0.2722534651863688,0.8,0.4316674696666931,86,116.11129032258064,0.0,0.01,[0.33688699 0.32622601 0.         0.26012793 0.07675906],25,-0.3058227073327755,0.348,119.6,0.0,experiment_7
3200,-0.3907407407407407,-0.2778170530317605,0.2,0.4361956372369067,107,116.1321875,0.0,0.01,[0.44707521 0.08495822 0.06963788 0.39693593 0.00139276],25,-0.3510023217134568,0.192,118.2,0.0,experiment_7
3300,-0.2528925619834711,-0.2649045568899953,0.3,0.4471452312536803,120,116.12757575757576,0.0,0.01,[0.70286576 0.04223228 0.0015083  0.25037707 0.00301659],25,-0.2240643998528659,0.508,112.12,0.0002474226804123,experiment_7
3400,-0.4097560975609756,-0.2863063295197942,0.2,0.4121265716087017,122,116.12735294117648,0.0,0.01,[0.30239833 0.21272158 0.13660063 0.25234619 0.09593326],25,-0.3709660733942984,0.244,110.12,0.0,experiment_7
3500,-0.1190839694656488,-0.258856082157866,0.8,0.4648251311189496,130,116.12685714285716,0.0,0.01,[0.18997912 0.24008351 0.13152401 0.434238   0.00417537],25,-0.4098187700684079,0.172,117.68,0.0,experiment_7
3600,-0.3271428571428571,-0.2774066396612375,0.2,0.4153978992765335,139,116.10833333333332,0.0,0.01,[0.20845624 0.24975418 0.00294985 0.49557522 0.0432645 ],25,-0.3558058766887298,0.264,113.44,0.0,experiment_7
3700,-0.1442477876106194,-0.280819148204223,0.6,0.4255356483302782,112,116.09864864864863,0.0,0.01,[0.20298507 0.26716418 0.00447761 0.48656716 0.03880597],25,-0.2754068057283095,0.46,115.04,0.0,experiment_7
3800,-0.3402061855670103,-0.2630363087850669,0.4,0.4617352524362841,96,116.0842105263158,0.0,0.01,[0.34285714 0.11558442 0.00909091 0.52337662 0.00909091],25,-0.3138969491734226,0.356,115.56,0.0,experiment_7
3900,-0.0482142857142857,-0.2632260540447806,0.9,0.4552570570718913,167,116.1248717948718,0.0,0.01,[0.37089872 0.20114123 0.00570613 0.41940086 0.00285307],25,-0.2709056029164026,0.4639999999999999,116.88,0.0,experiment_7
4000,-0.2294736842105263,-0.2742444586288131,0.7,0.4331165121355596,94,116.15875,0.0,0.01,[0.59966499 0.11725293 0.01005025 0.26968174 0.00335008],25,-0.2892787120937191,0.3959999999999999,119.12,0.0,experiment_7
100,-0.5506849315068493,-0.6912312178196991,0.0,0.0506086850766646,145,122.77,0.0,0.3660323412732292,[0.1865369  0.19626926 0.06731549 0.39983779 0.15004055],25,-0.3795539330121253,0.0,127.92,0.0,experiment_8
200,-0.4876712328767123,-0.567294744625934,0.0,0.0643362157978837,145,127.64,0.0,0.1339796748579617,[0.02803738 0.15732087 0.01557632 0.15654206 0.64252336],25,-0.5538928996338776,0.004,123.4,0.0,experiment_8
300,-0.4785714285714286,-0.527418160876079,0.1,0.0511632722174065,153,128.07666666666665,0.0,0.0490408940712857,[0.07883462 0.57583548 0.01199657 0.08054841 0.25278492],25,-0.383614072039618,0.0,121.24,0.0,experiment_8
400,-0.5442477876106194,-0.5072823843287428,0.0,0.084517630101866,112,127.385,0.0,0.0179505532750451,[0.07958115 0.30890052 0.00209424 0.03664921 0.57277487],25,-0.499051271718109,0.012,118.52,0.0,experiment_8
500,-0.5201388888888889,-0.4858408145918452,0.0,0.0787917843118791,143,127.616,0.0,0.01,[0.18423237 0.01742739 0.08381743 0.46473029 0.24979253],25,-0.4923637849648535,0.08,136.64,0.0,experiment_8
600,-0.4606896551724138,-0.4604256426595551,0.2,0.1115279786925887,144,127.775,0.0,0.01,[0.04903846 0.37980769 0.10961538 0.30288462 0.15865385],25,-0.4127868187506317,0.252,141.28,0.0,experiment_8
700,-0.3507246376811594,-0.4024498383593182,0.3,0.1897835399810581,68,127.37142857142857,0.0,0.01,[0.71891892 0.02702703 0.05585586 0.19459459 0.0036036 ],25,-0.3953388910401156,0.1119999999999999,125.2,0.0,experiment_8
800,-0.4748091603053435,-0.3706779421432742,0.1,0.2525181596758274,130,127.9025,0.0,0.01,[0.52952756 0.03346457 0.02952756 0.25590551 0.1515748 ],25,-0.3421131371539821,0.316,122.64,0.0,experiment_8
900,-0.1733333333333333,-0.3180354188195028,0.4,0.3440973050858077,134,128.54444444444445,0.0,0.01,[0.84564498 0.00992282 0.09261301 0.05071665 0.00110254],25,-0.3501436519284697,0.2239999999999999,129.72,0.0,experiment_8
1000,-0.35,-0.3249146354354493,0.3,0.3269674675332788,95,127.865,0.0,0.01,[0.30940989 0.10207337 0.09569378 0.47527911 0.01754386],25,-0.2881848641789633,0.3959999999999999,141.68,0.0,experiment_8
1100,-0.1633333333333333,-0.3277381900908732,0.6,0.3266069429326758,149,128.00636363636363,0.0,0.01,[0.4        0.19148936 0.17163121 0.20283688 0.03404255],25,-0.3266147973681118,0.244,116.36,0.0,experiment_8
1200,-0.2402777777777777,-0.332363662121147,0.6,0.3334874714344871,143,128.59166666666667,0.0,0.01,[0.19609967 0.29685807 0.30877573 0.19393283 0.00433369],25,-0.2719807027310914,0.444,134.2,0.0,experiment_8
1300,-0.4161849710982659,-0.3119578060648239,0.2,0.3586124644505854,172,128.68846153846152,0.0,0.01,[0.08339952 0.31771247 0.07545671 0.4725973  0.050834  ],25,-0.3594774873221826,0.092,136.48,0.0,experiment_8
1400,-0.2702380952380952,-0.3281394644055136,0.3,0.3234357776773772,83,129.37571428571428,0.0,0.01,[0.5505279  0.12066365 0.08295626 0.23378582 0.01206637],25,-0.3763530735237093,0.084,139.6,0.0,experiment_8
1500,-0.3841726618705036,-0.3354396840646286,0.1,0.3037015002032638,138,128.99533333333332,0.0,0.01,[0.56223176 0.08755365 0.09613734 0.21030043 0.04377682],25,-0.2376982557970098,0.5,134.44,0.0001587301587301,experiment_8
1600,-0.2319444444444444,-0.3032249393853662,0.4,0.3730916975013079,143,128.823125,0.0,0.01,[0.16129032 0.57358871 0.13508065 0.12197581 0.00806452],25,-0.2987559712667367,0.34,147.2,0.0,experiment_8
1700,-0.2786764705882353,-0.2962389998451581,0.2,0.3723111535991327,135,128.50882352941176,0.0,0.01,[0.47253886 0.32331606 0.05181347 0.1357513  0.01658031],25,-0.2769748866952655,0.34,127.68,0.0,experiment_8
1800,-0.3228070175438596,-0.3032233852451199,0.4,0.3901059966729369,113,128.46,0.0,0.01,[0.02882206 0.60025063 0.10526316 0.12406015 0.14160401],25,-0.4067497438232695,0.048,128.96,0.0,experiment_8
1900,-0.4359712230215827,-0.2938627610608947,0.2,0.4040678601562962,138,128.52052631578948,0.0,0.01,[0.0532491  0.55685921 0.10379061 0.17238267 0.11371841],25,-0.2961394849319922,0.34,130.88,0.0,experiment_8
2000,-0.2083916083916084,-0.2909425879570723,0.5,0.3960455279232154,142,128.472,0.0,0.01,[0.40770252 0.24568393 0.18857902 0.09960159 0.05843293],25,-0.2278474214665612,0.512,129.2,0.0,experiment_8
2100,-0.238095238095238,-0.2732181197083135,0.3,0.4350649219530589,125,128.26,0.0,0.01,[0.22567568 0.37162162 0.06081081 0.33513514 0.00675676],25,-0.2732732817062159,0.4040000000000001,123.36,0.0,experiment_8
2200,-0.360377358490566,-0.2809585080016941,0.3,0.4360921118812842,158,128.0909090909091,0.0,0.01,[0.03186908 0.1335056  0.07062877 0.76141258 0.00258398],25,-0.2402346747178563,0.456,140.0,0.0,experiment_8
2300,-0.3103448275862069,-0.2700500546454747,0.3,0.4505342012377702,173,128.2108695652174,0.0,0.01,[0.35594714 0.02819383 0.0907489  0.47577093 0.04933921],25,-0.3679630302447299,0.1159999999999999,133.8,0.0,experiment_8
2400,-0.4272727272727272,-0.2699873280076977,0.0,0.4523109440548056,109,128.23125,0.0,0.01,[0.0052356  0.76963351 0.13193717 0.02617801 0.06701571],25,-0.3290663538941865,0.332,123.68,0.0,experiment_8
2500,-0.2273972602739726,-0.2543788161581037,0.3,0.4702372474030671,72,127.9664,0.0,0.01,[0.15254237 0.15819209 0.09227872 0.52730697 0.06967985],25,-0.2330643850925012,0.532,140.08,0.0,experiment_8
2600,-0.3944444444444444,-0.2729251644245986,0.4,0.4437284458090497,71,128.01846153846154,0.0,0.01,[0.44252874 0.03831418 0.21264368 0.3045977  0.00191571],25,-0.2893072899185245,0.388,145.32,0.0,experiment_8
2700,-0.0606965174129353,-0.2871164711735121,0.7,0.4315191282023586,200,128.27666666666667,0.0,0.01,[0.1092545  0.14395887 0.23136247 0.4151671  0.10025707],25,-0.2564237985425313,0.452,123.68,0.0,experiment_8
2800,-0.1988826815642458,-0.2776405157783198,0.8,0.4309716669686366,178,128.36392857142857,0.0,0.01,[0.11301045 0.09021842 0.28110161 0.38936372 0.12630579],25,-0.3716951167102649,0.14,119.28,0.0,experiment_8
2900,-0.1606382978723404,-0.266418525114428,0.4,0.4418682420108716,93,128.50931034482758,0.0,0.01,[0.01525424 0.2220339  0.39491525 0.26101695 0.10677966],25,-0.2849081436733854,0.44,110.88,0.0,experiment_8
3000,-0.21875,-0.2640601159081926,0.3,0.4568813670597957,223,128.6266666666667,0.0,0.01,[0.1866417  0.2659176  0.18601748 0.15230961 0.20911361],25,-0.3520088601740398,0.064,138.64,0.0,experiment_8
3100,-0.4664596273291925,-0.2625391780355415,0.2,0.4469116581264274,160,129.07225806451612,0.0,0.01,[0.32127476 0.09302326 0.16881998 0.14039621 0.27648579],25,-0.3351788433679584,0.192,138.52,0.0,experiment_8
3200,-0.4172413793103448,-0.297542059041373,0.3,0.3943375988511424,86,129.0721875,0.0,0.01,[0.52560241 0.24096386 0.14909639 0.07379518 0.01054217],25,-0.324043931462129,0.352,140.28,0.0,experiment_8
3300,-0.4733668341708543,-0.3092706637036716,0.0,0.3713282452922574,198,129.05424242424243,0.0,0.01,[0.06388362 0.15939279 0.01201771 0.02593295 0.73877293],25,-0.4115964980321421,0.0,120.8,0.0,experiment_8
3400,-0.3471428571428571,-0.3088199131303307,0.2,0.3684638857295134,139,129.08676470588236,0.0,0.01,[0.42742654 0.16740873 0.23330365 0.13178985 0.04007124],25,-0.3578150774088532,0.16,141.56,0.0,experiment_8
3500,-0.3524691358024691,-0.2741376619531361,0.4,0.4284820632285519,161,129.09114285714287,0.0,0.01,[0.31792376 0.41524736 0.05352798 0.10624493 0.10705596],25,-0.3324913427631115,0.296,125.72,0.0,experiment_8
3600,-0.3675862068965517,-0.2686728466824428,0.1,0.4410500272414246,144,129.2877777777778,0.0,0.01,[0.2436019  0.03791469 0.09099526 0.22938389 0.39810427],25,-0.3770550687565016,0.108,130.88,0.0,experiment_8
3700,-0.3544444444444444,-0.2966300314271184,0.2,0.3855614928612154,89,129.18297297297298,0.0,0.01,[0.75578035 0.03612717 0.10115607 0.01734104 0.08959538],25,-0.3481538498729144,0.16,135.84,0.0,experiment_8
3800,-0.3855072463768116,-0.3082008920811717,0.0,0.3709071519699666,68,129.17947368421054,0.0,0.01,[0.91076923 0.00615385 0.02153846 0.05846154 0.00307692],25,-0.3629222741156891,0.088,129.64,0.0,experiment_8
3900,-0.3031746031746031,-0.2778092129784727,0.2,0.4359876772059196,125,128.9671794871795,0.0,0.01,[0.32630411 0.32297447 0.22197558 0.09988901 0.02885683],25,-0.2438110587464336,0.4679999999999999,123.92,0.0,experiment_8
4000,-0.0518518518518518,-0.2878360911979545,0.8,0.3963603156383988,80,128.96125,0.0,0.01,[0.32438479 0.02684564 0.26174497 0.3803132  0.00671141],25,-0.3535444312275864,0.096,131.64,0.0,experiment_8
100,-0.6181818181818182,-0.7283114753058799,0.0,0.0735846220406671,54,54.64,0.0,0.3660323412732292,[0.25945946 0.31351351 0.05945946 0.30810811 0.05945946],25,-0.4890388072161473,0.02,55.16,0.0,experiment_9
200,-0.6891891891891891,-0.6145840542256203,0.0,0.0582489992159439,36,55.36,0.0,0.1339796748579617,[0.04255319 0.85815603 0.0212766  0.04964539 0.02836879],25,-0.4908297199786515,0.07,53.8,0.0,experiment_9
300,-0.4795918367346938,-0.534793156232477,0.0,0.1306279674778642,48,55.266666666666666,0.0,0.0490408940712857,[0.83625731 0.01169591 0.14035088 0.00584795 0.00584795],25,-0.4631970593886226,0.1,57.44,0.0,experiment_9
400,-0.5317460317460317,-0.489835247976966,0.0,0.1544592345656676,62,55.48,0.0,0.0179505532750451,[0.95454545 0.00826446 0.01652893 0.00413223 0.01652893],25,-0.4417882762913715,0.17,56.52,0.0,experiment_9
500,-0.7397959183673469,-0.4616188479877463,0.0,0.1773275631099489,48,55.482,0.0,0.01,[0.33908046 0.         0.1091954  0.55172414 0.        ],25,-0.4220999302298629,0.31,54.72,0.0,experiment_9
600,-0.1590909090909091,-0.4300908282837906,0.5,0.2174715509106689,54,55.46,0.0,0.01,[0.02515723 0.         0.50314465 0.16352201 0.3081761 ],25,-0.4672887099000061,0.13,55.92,0.0,experiment_9
700,0.0,-0.3827673881947835,1.0,0.3112183073856329,41,55.17142857142857,0.0,0.01,[0.07462687 0.02238806 0.08208955 0.81343284 0.00746269],25,-0.3042562819426515,0.43,53.68,0.0,experiment_9
800,-0.3970588235294117,-0.3269854235688215,0.25,0.4060868796528287,50,54.945,0.0,0.01,[0.02380952 0.04761905 0.76785714 0.16071429 0.        ],25,-0.2661616705937628,0.49,48.68,0.0,experiment_9
900,0.0,-0.2913659770271807,1.0,0.4681210176077033,41,54.77777777777778,0.0,0.01,[0.09859155 0.1971831  0.33802817 0.36619718 0.        ],25,-0.2933728233531848,0.48,52.08,0.0,experiment_9
1000,0.0,-0.2632411233627466,1.0,0.5141964143081501,40,54.348,0.0,0.01,[0.11111111 0.05982906 0.81196581 0.01709402 0.        ],25,-0.2149653334743531,0.51,47.24,0.0,experiment_9
1100,-0.3146551724137931,-0.2354754854545943,0.25,0.5157819899079363,57,53.94272727272728,0.0,0.01,[0.01075269 0.83870968 0.02150538 0.00537634 0.12365591],25,-0.2772837869818116,0.42,52.96,0.0,experiment_9
1200,-0.3611111111111111,-0.2319524265630553,0.0,0.5152186272085062,35,53.81,0.0,0.01,[0.46323529 0.01470588 0.06617647 0.44117647 0.01470588],25,-0.191979301143623,0.57,52.64,0.0,experiment_9
1300,-0.5637254901960784,-0.2217509794448401,0.0,0.5282768042002027,50,53.62769230769231,0.0,0.01,[0.34031414 0.20418848 0.31413613 0.0104712  0.13089005],25,-0.2185249446559556,0.54,55.56,0.0,experiment_9
1400,-0.0283018867924528,-0.2312709985746587,1.0,0.510135198408603,42,53.44,0.0,0.01,[0.17293233 0.11278195 0.         0.70676692 0.0075188 ],25,-0.2318787390915368,0.49,52.64,0.0,experiment_9
1500,-0.4642857142857143,-0.2221479010976046,0.5,0.5573113196504292,55,53.141333333333336,0.0,0.01,[0.3368984  0.28877005 0.03208556 0.34224599 0.        ],25,-0.180047967627675,0.6,46.84,0.0,experiment_9
1600,0.0,-0.201513559439135,1.0,0.5765215639949367,46,53.01375,0.0,0.01,[0.03205128 0.05128205 0.10897436 0.78205128 0.02564103],25,-0.1750930942661332,0.61,51.52,0.0,experiment_9
1700,0.0,-0.1677869584542332,1.0,0.6381633424768642,35,52.85,0.0,0.01,[0.06015038 0.03007519 0.03007519 0.87218045 0.0075188 ],25,-0.1514673158683153,0.65,53.2,0.0,experiment_9
1800,-0.43359375,-0.1807756295003792,0.0,0.620846225982566,63,52.708333333333336,0.0,0.01,[0.         0.0203252  0.12195122 0.8495935  0.00813008],25,-0.1382222624741851,0.71,53.44,0.0,experiment_9
1900,-0.3152173913043478,-0.1497533024870572,0.25,0.6948239051068203,45,52.30736842105263,0.0,0.01,[0.30322581 0.38709677 0.         0.30967742 0.        ],25,-0.1204364377348484,0.72,46.64,0.0,experiment_9
2000,-0.5539772727272727,-0.1417700828142074,0.0,0.7217341783616702,87,52.0495,0.0,0.01,[0.         0.43421053 0.08552632 0.32565789 0.15460526],25,-0.1301354058633531,0.68,49.6,0.0,experiment_9
2100,-0.2580645161290322,-0.1540865463202516,0.5,0.6880841733257602,61,51.80619047619047,0.0,0.01,[0.00961538 0.8125     0.12019231 0.05288462 0.00480769],25,-0.0994931493548558,0.75,45.68,0.0,experiment_9
2200,-0.0330188679245283,-0.1426468218262024,0.75,0.7045884941736853,52,51.636818181818185,0.0,0.01,[0.02142857 0.02857143 0.22857143 0.57142857 0.15      ],25,-0.0689141189967099,0.84,41.8,0.0,experiment_9
2300,-0.1483050847457627,-0.1307023599878252,0.5,0.7342083215329677,58,51.47521739130435,0.0,0.01,[0.02185792 0.26229508 0.01639344 0.69945355 0.        ],25,-0.1047890560376763,0.8,46.44,0.0,experiment_9
2400,-0.21875,-0.1401028634768895,0.5,0.6962272966880241,47,51.38291666666667,0.0,0.01,[0.53 0.02 0.08 0.37 0.  ],25,-0.1085419209398731,0.79,43.56,0.0,experiment_9
2500,-0.1491935483870967,-0.1348177700283209,0.75,0.7143897837519557,61,51.188,0.0,0.01,[0.03225806 0.25806452 0.01290323 0.69677419 0.        ],25,-0.0999921072414021,0.8,44.2,0.0,experiment_9
2600,0.0,-0.1427304544848635,1.0,0.7053612312310411,31,51.128461538461536,0.0,0.01,[0.05607477 0.10280374 0.4953271  0.3364486  0.00934579],25,-0.1868914856364679,0.63,52.72,0.0,experiment_9
2700,0.0,-0.1287821744844375,1.0,0.7234201227802993,37,50.94592592592593,0.0,0.01,[0.07079646 0.05309735 0.33628319 0.53982301 0.        ],25,-0.11234432847138,0.73,47.32,0.0,experiment_9
2800,-0.1818181818181818,-0.1484571847054697,0.75,0.706488003986016,54,50.85607142857143,0.0,0.01,[0.02898551 0.16666667 0.15942029 0.64492754 0.        ],25,-0.0893830555317333,0.79,44.64,0.0,experiment_9
2900,0.0,-0.1386897824836529,1.0,0.6959131672297975,40,50.83931034482759,0.0,0.01,[0.03846154 0.06923077 0.30769231 0.57692308 0.00769231],25,-0.1130913361674782,0.8,45.68,0.0,experiment_9
3000,-0.0675675675675675,-0.1240315930532712,0.75,0.7512381318117554,73,50.75266666666667,0.0,0.01,[0.03401361 0.44217687 0.04081633 0.47619048 0.00680272],25,-0.082111486398495,0.81,46.12,0.0,experiment_9
3100,0.0,-0.1243275581241739,1.0,0.746491926126002,37,50.62,0.0,0.01,[0.02941176 0.06862745 0.56862745 0.33333333 0.        ],25,-0.0913457483053444,0.77,48.8,0.0,experiment_9
3200,-0.415,-0.1314526943627313,0.5,0.726540903132938,49,50.59,0.0,0.01,[0.01973684 0.78289474 0.01973684 0.17763158 0.        ],25,-0.0782326889373723,0.84,42.84,0.0,experiment_9
3300,-0.0408163265306122,-0.1126137371351003,0.75,0.7597316764533666,48,50.42242424242424,0.0,0.01,[0.10434783 0.26086957 0.13043478 0.49565217 0.00869565],25,-0.1525890911929429,0.71,50.28,0.0,experiment_9
3400,0.0,-0.1037181532176473,1.0,0.7717221611532661,43,50.32411764705882,0.0,0.01,[0.08955224 0.73880597 0.02238806 0.14925373 0.        ],25,-0.0610613313513922,0.85,42.36,0.0,experiment_9
3500,0.0,-0.1008765185278565,1.0,0.8000724318208965,50,50.169714285714285,0.0,0.01,[0.05952381 0.04166667 0.04761905 0.8452381  0.00595238],25,-0.0947639360767652,0.81,47.0,0.0,experiment_9
3600,-0.3044871794871794,-0.1001049916627379,0.25,0.7948704372818716,77,50.02916666666667,0.0,0.01,[0.35746606 0.59728507 0.01357466 0.03167421 0.        ],25,-0.1114324077006704,0.76,50.04,0.0,experiment_9
3700,0.0,-0.0974243456638125,1.0,0.7970772777783905,37,49.93756756756757,0.0,0.01,[0.07964602 0.46017699 0.36283186 0.09734513 0.        ],25,-0.1141790992820425,0.78,49.04,0.0,experiment_9
3800,-0.1954545454545454,-0.1107032002718972,0.25,0.7815004454857788,54,49.876315789473686,0.0,0.01,[0.01923077 0.16025641 0.00641026 0.6474359  0.16666667],25,-0.0867686838994122,0.83,41.96,0.0,experiment_9
3900,-0.0909090909090909,-0.0982911752438601,1.0,0.8020286513632285,50,49.79948717948718,0.0,0.01,[0.02758621 0.07586207 0.02758621 0.86896552 0.        ],25,-0.1064915166340833,0.8,46.56,0.0,experiment_9
4000,0.0,-0.096950858643932,1.0,0.8051824280230476,41,49.6945,0.0,0.01,[0.04 0.3  0.08 0.58 0.  ],25,-0.0565851513252829,0.87,43.48,0.0,experiment_9
